,Severity,Distance(mi),Side,State,State_Number,Timezone,Temperature(F),Humidity(%),Visibility(mi),Weather_Condition,Day_Night
3812,2,0.511,0,CA,0,US/Pacific,72.0,57.0,10.0,3,1
3813,2,0.371,0,CA,0,US/Pacific,71.0,59.0,10.0,3,1
3814,2,0.369,0,CA,0,US/Pacific,68.0,68.0,10.0,3,1
3815,2,0.608,0,CA,0,US/Pacific,74.0,52.0,10.0,3,1
3816,2,0.7490000000000001,0,CA,0,US/Pacific,68.0,68.0,10.0,3,1
3817,2,0.368,0,CA,0,US/Pacific,68.0,68.0,10.0,3,1
3818,2,1.005,0,CA,0,US/Pacific,74.0,52.0,10.0,3,1
3819,2,0.516,0,CA,0,US/Pacific,84.0,23.0,10.0,4,1
3820,2,0.703,0,CA,0,US/Pacific,73.0,59.0,10.0,3,1
3821,2,0.556,0,CA,0,US/Pacific,74.0,52.0,10.0,3,1
3822,2,0.642,0,CA,0,US/Pacific,74.0,52.0,10.0,3,1
3823,2,1.009,0,CA,0,US/Pacific,84.0,33.0,10.0,3,1
3824,2,0.143,0,CA,0,US/Pacific,66.0,70.0,10.0,3,1
3825,2,0.37,0,CA,0,US/Pacific,68.0,68.0,10.0,3,1
3826,2,0.5529999999999999,0,CA,0,US/Pacific,74.0,52.0,10.0,3,1
3827,2,0.648,0,CA,0,US/Pacific,85.0,26.0,10.0,4,1
3828,2,0.0,0,CA,0,US/Pacific,71.0,57.0,10.0,3,1
3829,2,0.511,0,CA,0,US/Pacific,73.0,49.0,10.0,3,1
3830,2,0.413,0,CA,0,US/Pacific,77.0,50.0,10.0,3,1
3831,2,0.588,0,CA,0,US/Pacific,77.0,50.0,10.0,3,1
3832,2,0.733,0,CA,0,US/Pacific,70.0,55.0,10.0,3,1
3833,2,0.0,1,CA,0,US/Pacific,70.0,55.0,10.0,3,1
3834,2,0.922,0,CA,0,US/Pacific,77.0,50.0,10.0,3,1
3835,2,0.031,0,CA,0,US/Pacific,86.0,26.0,10.0,4,1
3836,2,0.011,0,CA,0,US/Pacific,75.0,50.0,10.0,3,1
3837,2,1.03,0,CA,0,US/Pacific,81.0,42.0,10.0,3,1
3838,2,0.514,0,CA,0,US/Pacific,72.0,53.0,10.0,3,1
3839,2,0.336,0,CA,0,US/Pacific,70.0,55.0,10.0,3,1
3840,2,0.0,0,CA,0,US/Pacific,71.0,55.0,10.0,3,1
3841,2,0.1989999999999999,0,CA,0,US/Pacific,79.0,47.0,10.0,3,1
3842,2,0.99,0,CA,0,US/Pacific,75.0,44.0,10.0,4,1
3843,2,0.731,0,CA,0,US/Pacific,74.0,57.0,10.0,3,1
3844,2,0.515,0,CA,0,US/Pacific,75.0,89.0,10.0,3,1
3845,2,0.0,1,CA,0,US/Pacific,73.0,44.0,10.0,3,1
3846,2,0.373,0,CA,0,US/Pacific,66.0,73.0,10.0,3,1
3847,2,0.946,1,CA,0,US/Pacific,81.0,42.0,10.0,3,1
3848,2,0.613,0,CA,0,US/Pacific,74.0,57.0,10.0,3,1
3849,2,0.413,0,CA,0,US/Pacific,74.0,57.0,10.0,3,1
3850,2,0.725,0,CA,0,US/Pacific,73.0,44.0,10.0,3,1
3851,2,0.254,0,CA,0,US/Pacific,73.0,46.0,10.0,3,1
3852,2,0.7829999999999999,0,CA,0,US/Pacific,69.0,51.0,10.0,3,1
3853,2,0.534,0,CA,0,US/Pacific,73.0,47.0,10.0,3,1
3854,2,0.259,0,CA,0,US/Pacific,65.0,68.0,10.0,3,1
3855,2,0.544,0,CA,0,US/Pacific,73.0,47.0,10.0,3,1
3856,2,0.605,0,CA,0,US/Pacific,65.0,68.0,10.0,3,1
3857,2,0.618,0,CA,0,US/Pacific,72.0,60.0,10.0,3,1
3858,2,0.818,0,CA,0,US/Pacific,65.0,68.0,10.0,3,1
3859,2,0.8440000000000001,0,CA,0,US/Pacific,65.0,68.0,10.0,3,1
3860,2,0.6859999999999999,0,CA,0,US/Pacific,67.0,68.0,10.0,3,1
3861,2,0.511,0,CA,0,US/Pacific,68.0,52.0,10.0,3,1
3862,2,0.731,0,CA,0,US/Pacific,67.0,68.0,10.0,3,1
3863,2,0.6609999999999999,0,CA,0,US/Pacific,73.0,46.0,10.0,3,1
3864,2,0.79,0,CA,0,US/Pacific,66.0,68.0,10.0,3,1
3865,2,0.476,0,CA,0,US/Pacific,62.0,75.0,10.0,3,1
3866,2,0.8290000000000001,0,CA,0,US/Pacific,67.0,51.0,10.0,4,1
3867,3,0.752,0,CA,0,US/Pacific,68.0,56.0,10.0,4,0
3868,2,0.503,0,CA,0,US/Pacific,62.0,60.0,10.0,4,1
3869,2,0.3779999999999999,0,CA,0,US/Pacific,62.0,70.0,10.0,4,1
3870,2,0.312,0,CA,0,US/Pacific,77.0,39.0,10.0,3,1
3871,3,0.346,0,CA,0,US/Pacific,67.0,59.0,10.0,4,1
3872,3,0.33,0,CA,0,US/Pacific,61.0,75.0,10.0,4,1
3873,2,0.0,0,CA,0,US/Pacific,55.0,80.0,10.0,4,1
3874,3,0.296,0,CA,0,US/Pacific,60.0,75.0,10.0,4,1
3875,2,0.18,0,CA,0,US/Pacific,50.0,83.0,10.0,4,1
3876,3,0.434,0,CA,0,US/Pacific,55.0,64.0,10.0,4,1
3877,2,1.118,0,CA,0,US/Pacific,60.0,57.0,10.0,4,1
3878,2,0.191,0,CA,0,US/Pacific,53.0,86.0,10.0,4,1
3879,2,0.691,0,CA,0,US/Pacific,64.0,59.0,10.0,4,1
3880,2,0.488,0,CA,0,US/Pacific,66.0,43.0,10.0,4,1
3881,2,0.4429999999999999,0,CA,0,US/Pacific,65.0,48.0,10.0,4,1
3882,2,0.7070000000000001,0,CA,0,US/Pacific,66.0,43.0,10.0,4,1
3883,2,0.268,0,CA,0,US/Pacific,64.0,67.0,10.0,4,1
3884,2,0.2019999999999999,0,CA,0,US/Pacific,64.0,67.0,10.0,4,1
3885,2,0.235,0,CA,0,US/Pacific,73.0,42.0,10.0,4,1
3886,2,0.179,0,CA,0,US/Pacific,71.0,34.0,10.0,4,1
3887,2,0.162,0,CA,0,US/Pacific,68.0,64.0,10.0,4,1
3888,2,0.09,0,CA,0,US/Pacific,69.0,49.0,10.0,4,1
3889,2,0.679,0,CA,0,US/Pacific,71.0,49.0,10.0,4,1
3890,3,0.439,0,CA,0,US/Pacific,81.0,22.0,10.0,4,1
3891,2,0.373,0,CA,0,US/Pacific,72.0,53.0,10.0,4,1
3892,2,0.479,0,CA,0,US/Pacific,81.0,22.0,10.0,4,1
3893,2,0.355,0,CA,0,US/Pacific,72.0,53.0,10.0,4,1
3894,2,0.439,0,CA,0,US/Pacific,85.0,18.0,10.0,4,1
3895,2,0.108,0,CA,0,US/Pacific,69.0,51.0,10.0,4,1
3896,2,0.531,0,CA,0,US/Pacific,77.0,54.0,10.0,4,1
3897,2,0.0,0,CA,0,US/Pacific,82.0,28.0,10.0,4,1
3898,2,0.505,0,CA,0,US/Pacific,80.0,31.0,10.0,4,1
3899,2,0.6,0,CA,0,US/Pacific,75.0,43.0,10.0,4,1
3900,2,0.155,0,CA,0,US/Pacific,59.0,34.0,7.0,3,1
3901,2,0.324,0,CA,0,US/Pacific,63.0,50.0,10.0,4,1
3902,2,0.0,0,CA,0,US/Pacific,64.0,24.0,10.0,4,1
3903,2,0.0069999999999999,1,CA,0,US/Pacific,62.0,56.0,10.0,4,0
3904,2,0.001,0,CA,0,US/Pacific,60.0,67.0,10.0,4,0
3905,2,0.099,0,CA,0,US/Pacific,64.0,23.0,10.0,4,0
3906,2,0.204,0,CA,0,US/Pacific,63.0,26.0,10.0,4,0
3907,3,0.361,0,CA,0,US/Pacific,51.0,61.0,10.0,4,0
3908,2,0.351,0,CA,0,US/Pacific,55.0,37.0,10.0,4,0
3909,3,0.204,0,CA,0,US/Pacific,53.0,57.0,10.0,4,0
3910,3,0.531,0,CA,0,US/Pacific,45.0,66.0,10.0,4,1
3911,2,0.136,0,CA,0,US/Pacific,56.0,33.0,10.0,4,1
3912,2,0.8270000000000001,0,CA,0,US/Pacific,61.0,25.0,10.0,4,1
3913,3,0.136,0,CA,0,US/Pacific,56.0,53.0,10.0,4,1
3914,2,0.176,0,CA,0,US/Pacific,53.0,69.0,10.0,4,1
3915,3,0.079,0,CA,0,US/Pacific,64.0,16.0,10.0,4,1
3916,2,0.123,0,CA,0,US/Pacific,59.0,48.0,10.0,4,1
3917,2,0.395,0,CA,0,US/Pacific,64.0,40.0,10.0,4,1
3918,2,0.778,0,CA,0,US/Pacific,61.0,56.0,10.0,4,1
3919,2,0.077,0,CA,0,US/Pacific,59.0,29.0,10.0,4,1
3920,2,0.07,0,CA,0,US/Pacific,59.0,36.0,10.0,4,1
3921,2,0.059,0,CA,0,US/Pacific,63.0,22.0,10.0,4,1
3922,2,0.148,0,CA,0,US/Pacific,68.0,16.0,10.0,4,1
3923,2,0.2019999999999999,0,CA,0,US/Pacific,69.0,26.0,10.0,4,1
3924,2,0.21,0,CA,0,US/Pacific,69.0,26.0,10.0,4,1
3925,2,0.374,0,CA,0,US/Pacific,64.0,34.0,10.0,4,1
3926,2,0.223,0,CA,0,US/Pacific,68.0,21.0,10.0,4,1
3927,2,0.305,0,CA,0,US/Pacific,64.0,18.0,10.0,4,1
3928,2,0.257,0,CA,0,US/Pacific,74.0,14.0,10.0,4,1
3929,2,0.305,0,CA,0,US/Pacific,71.0,12.0,10.0,4,1
3930,2,0.054,0,CA,0,US/Pacific,74.0,14.0,10.0,4,1
3931,3,0.287,0,CA,0,US/Pacific,70.0,20.0,10.0,4,1
3932,2,0.009,0,CA,0,US/Pacific,76.0,11.0,10.0,4,1
3933,2,0.446,0,CA,0,US/Pacific,73.0,16.0,10.0,4,1
3934,2,0.235,0,CA,0,US/Pacific,75.0,13.0,10.0,4,1
3935,2,0.0,0,CA,0,US/Pacific,75.0,18.0,10.0,4,1
3936,2,0.3670000000000001,0,CA,0,US/Pacific,75.0,12.0,10.0,4,1
3937,2,0.1989999999999999,0,CA,0,US/Pacific,75.0,18.0,10.0,4,1
3938,2,0.4320000000000001,0,CA,0,US/Pacific,79.0,10.0,10.0,4,1
3939,2,0.038,0,CA,0,US/Pacific,75.0,9.0,10.0,4,1
3940,2,0.237,0,CA,0,US/Pacific,75.0,18.0,10.0,4,1
3941,2,0.1969999999999999,0,CA,0,US/Pacific,77.0,10.0,10.0,4,1
3942,2,0.001,0,CA,0,US/Pacific,75.0,18.0,10.0,4,1
3943,2,0.1689999999999999,0,CA,0,US/Pacific,75.0,18.0,10.0,4,1
3944,2,0.429,0,CA,0,US/Pacific,75.0,12.0,10.0,4,1
3945,2,0.356,0,CA,0,US/Pacific,70.0,41.0,10.0,4,1
3946,2,0.321,0,CA,0,US/Pacific,81.0,9.0,10.0,4,1
3947,3,0.0,0,CA,0,US/Pacific,80.0,9.0,10.0,4,1
3948,2,0.044,0,CA,0,US/Pacific,74.0,15.0,10.0,4,1
3949,2,0.148,0,CA,0,US/Pacific,74.0,15.0,10.0,4,1
3950,2,0.295,0,CA,0,US/Pacific,74.0,19.0,10.0,4,1
3951,2,0.584,0,CA,0,US/Pacific,74.0,15.0,10.0,4,1
3952,2,0.962,0,CA,0,US/Pacific,74.0,15.0,10.0,4,1
3953,2,0.0,0,CA,0,US/Pacific,74.0,15.0,10.0,4,1
3954,2,0.401,0,CA,0,US/Pacific,69.0,44.0,10.0,4,1
3955,2,0.122,0,CA,0,US/Pacific,74.0,15.0,10.0,4,1
3956,2,0.3,0,CA,0,US/Pacific,74.0,15.0,10.0,4,1
3957,2,0.8370000000000001,0,CA,0,US/Pacific,74.0,15.0,10.0,4,1
3958,2,0.204,0,CA,0,US/Pacific,72.0,16.0,10.0,4,1
3959,2,0.094,0,CA,0,US/Pacific,80.0,9.0,10.0,4,1
3960,2,0.3939999999999999,0,CA,0,US/Pacific,74.0,19.0,10.0,4,1
3961,2,0.326,0,CA,0,US/Pacific,74.0,19.0,10.0,4,1
3962,2,0.541,0,CA,0,US/Pacific,77.0,11.0,10.0,4,1
3963,3,0.915,0,CA,0,US/Pacific,74.0,19.0,10.0,4,1
3964,2,0.545,1,CA,0,US/Pacific,74.0,15.0,10.0,4,1
3965,2,0.3229999999999999,0,CA,0,US/Pacific,75.0,18.0,10.0,4,1
3966,2,0.395,0,CA,0,US/Pacific,73.0,31.0,10.0,4,1
3967,2,0.147,0,CA,0,US/Pacific,72.0,34.0,10.0,4,1
3968,2,0.061,0,CA,0,US/Pacific,75.0,8.0,10.0,4,1
3969,2,0.873,1,CA,0,US/Pacific,66.0,11.0,10.0,4,1
3970,2,0.565,0,CA,0,US/Pacific,72.0,22.0,10.0,4,1
3971,2,0.562,0,CA,0,US/Pacific,70.0,35.0,10.0,4,1
3972,2,0.851,0,CA,0,US/Pacific,77.0,15.0,10.0,4,1
3973,2,0.821,0,CA,0,US/Pacific,72.0,21.0,10.0,4,1
3974,2,0.483,0,CA,0,US/Pacific,73.0,18.0,10.0,4,1
3975,2,0.841,0,CA,0,US/Pacific,75.0,17.0,10.0,4,1
3976,3,0.003,0,CA,0,US/Pacific,68.0,59.0,10.0,4,1
3977,2,0.423,0,CA,0,US/Pacific,72.0,22.0,10.0,4,1
3978,2,0.361,0,CA,0,US/Pacific,78.0,10.0,10.0,4,1
3979,2,0.3670000000000001,0,CA,0,US/Pacific,72.0,22.0,10.0,4,1
3980,2,0.3929999999999999,0,CA,0,US/Pacific,75.0,17.0,10.0,4,1
3981,2,0.377,0,CA,0,US/Pacific,72.0,21.0,10.0,4,1
3982,2,0.16,0,CA,0,US/Pacific,71.0,26.0,10.0,4,1
3983,2,0.16,0,CA,0,US/Pacific,68.0,33.0,10.0,4,1
3984,2,0.138,1,CA,0,US/Pacific,63.0,56.0,10.0,4,1
3985,2,0.335,0,CA,0,US/Pacific,72.0,19.0,10.0,4,1
3986,3,0.462,0,CA,0,US/Pacific,68.0,33.0,10.0,4,1
3987,2,0.4629999999999999,0,CA,0,US/Pacific,68.0,24.0,10.0,4,1
3988,2,0.176,1,CA,0,US/Pacific,63.0,56.0,10.0,4,1
3989,2,0.532,0,CA,0,US/Pacific,71.0,16.0,10.0,4,1
3990,2,0.204,0,CA,0,US/Pacific,71.0,16.0,10.0,4,1
3991,2,0.035,0,CA,0,US/Pacific,69.0,30.0,10.0,4,1
3992,2,0.365,0,CA,0,US/Pacific,65.0,42.0,10.0,4,1
3993,2,0.208,0,CA,0,US/Pacific,59.0,29.0,10.0,4,0
3994,2,0.002,0,CA,0,US/Pacific,63.0,41.0,10.0,4,0
3995,2,0.6559999999999999,0,CA,0,US/Pacific,63.0,41.0,10.0,4,0
3996,4,0.001,1,CA,0,US/Pacific,60.0,51.0,10.0,4,0
3997,4,0.263,0,CA,0,US/Pacific,58.0,53.0,10.0,4,0
3998,4,0.283,1,CA,0,US/Pacific,58.0,53.0,10.0,4,0
3999,2,0.81,0,CA,0,US/Pacific,54.0,49.0,10.0,4,0
4000,4,0.0,0,CA,0,US/Pacific,51.0,56.0,10.0,4,0
4001,2,0.373,0,CA,0,US/Pacific,57.0,44.0,10.0,4,0
4002,4,0.09,0,CA,0,US/Pacific,51.0,56.0,10.0,4,0
4003,4,0.09,1,CA,0,US/Pacific,51.0,56.0,10.0,4,0
4004,3,0.094,0,CA,0,US/Pacific,56.0,44.0,10.0,4,0
4005,3,0.486,0,CA,0,US/Pacific,54.0,29.0,10.0,4,0
4006,4,0.657,0,CA,0,US/Pacific,53.0,59.0,10.0,4,0
4007,2,0.377,0,CA,0,US/Pacific,54.0,51.0,10.0,4,1
4008,2,0.32,0,CA,0,US/Pacific,50.0,43.0,10.0,4,1
4009,2,0.561,0,CA,0,US/Pacific,57.0,39.0,10.0,4,1
4010,2,0.26,0,CA,0,US/Pacific,50.0,61.0,10.0,4,1
4011,3,0.522,0,CA,0,US/Pacific,59.0,48.0,10.0,4,1
4012,2,0.076,0,CA,0,US/Pacific,50.0,52.0,10.0,4,1
4013,2,0.1969999999999999,0,CA,0,US/Pacific,56.0,49.0,10.0,4,1
4014,2,0.0,0,CA,0,US/Pacific,52.0,54.0,10.0,4,1
4015,2,0.077,0,CA,0,US/Pacific,59.0,35.0,10.0,4,1
4016,3,0.079,0,CA,0,US/Pacific,51.0,69.0,10.0,4,1
4017,2,0.126,0,CA,0,US/Pacific,65.0,29.0,10.0,4,1
4018,2,1.031,0,CA,0,US/Pacific,62.0,39.0,10.0,4,1
4019,3,0.332,0,CA,0,US/Pacific,65.0,26.0,10.0,4,1
4020,2,0.43,0,CA,0,US/Pacific,63.0,24.0,10.0,4,1
4021,2,0.263,0,CA,0,US/Pacific,63.0,32.0,10.0,4,1
4022,3,0.43,0,CA,0,US/Pacific,71.0,24.0,10.0,4,1
4023,2,0.237,0,CA,0,US/Pacific,71.0,24.0,10.0,4,1
4024,2,0.0,0,CA,0,US/Pacific,73.0,23.0,10.0,4,1
4025,2,0.214,0,CA,0,US/Pacific,76.0,11.0,10.0,4,1
4026,2,0.73,0,CA,0,US/Pacific,72.0,23.0,10.0,4,1
4027,2,0.2339999999999999,0,CA,0,US/Pacific,79.0,13.0,10.0,4,1
4028,2,0.02,0,CA,0,US/Pacific,80.0,19.0,10.0,4,1
4029,2,0.262,1,CA,0,US/Pacific,75.0,25.0,10.0,4,1
4030,2,0.204,0,CA,0,US/Pacific,75.0,25.0,10.0,4,1
4031,2,0.384,0,CA,0,US/Pacific,78.0,12.0,10.0,4,1
4032,2,0.499,0,CA,0,US/Pacific,81.0,13.0,10.0,4,1
4033,2,0.032,0,CA,0,US/Pacific,80.0,14.0,10.0,4,1
4034,2,0.396,0,CA,0,US/Pacific,72.0,22.0,10.0,4,1
4035,2,0.3879999999999999,0,CA,0,US/Pacific,72.0,29.0,10.0,4,1
4036,2,0.599,0,CA,0,US/Pacific,79.0,9.0,10.0,4,1
4037,2,0.349,0,CA,0,US/Pacific,77.0,17.0,10.0,4,1
4038,2,0.044,1,CA,0,US/Pacific,75.0,22.0,10.0,4,1
4039,2,0.4029999999999999,0,CA,0,US/Pacific,70.0,14.0,10.0,4,1
4040,2,0.013,0,CA,0,US/Pacific,74.0,21.0,10.0,4,1
4041,3,0.346,0,CA,0,US/Pacific,83.0,14.0,10.0,4,1
4042,2,0.3720000000000001,0,CA,0,US/Pacific,80.0,14.0,10.0,4,1
4043,4,1.069,1,CA,0,US/Pacific,69.0,36.0,10.0,4,1
4044,2,0.471,0,CA,0,US/Pacific,73.0,21.0,10.0,4,1
4045,2,0.18,0,CA,0,US/Pacific,77.0,19.0,10.0,4,1
4046,2,0.513,0,CA,0,US/Pacific,68.0,50.0,7.0,4,1
4047,2,0.943,0,CA,0,US/Pacific,79.0,14.0,10.0,4,1
4048,2,0.39,0,CA,0,US/Pacific,81.0,12.0,10.0,4,1
4049,2,0.201,0,CA,0,US/Pacific,72.0,24.0,10.0,4,1
4050,2,0.9,0,CA,0,US/Pacific,75.0,17.0,10.0,4,1
4051,2,0.364,0,CA,0,US/Pacific,79.0,18.0,10.0,4,1
4052,3,0.31,0,CA,0,US/Pacific,67.0,38.0,10.0,4,1
4053,2,0.483,0,CA,0,US/Pacific,67.0,27.0,10.0,4,0
4054,2,0.475,0,CA,0,US/Pacific,65.0,25.0,10.0,4,0
4055,2,0.188,0,CA,0,US/Pacific,59.0,36.0,10.0,4,0
4056,2,0.086,1,CA,0,US/Pacific,65.0,34.0,8.0,4,1
4057,2,0.214,0,CA,0,US/Pacific,75.0,18.0,10.0,4,1
4058,2,0.408,0,CA,0,US/Pacific,75.0,26.0,10.0,4,1
4059,2,0.071,0,CA,0,US/Pacific,69.0,57.0,10.0,4,1
4060,2,0.038,1,CA,0,US/Pacific,73.0,22.0,10.0,4,1
4061,2,0.1,0,CA,0,US/Pacific,75.0,43.0,10.0,4,1
4062,2,0.391,0,CA,0,US/Pacific,75.0,26.0,10.0,4,1
4063,2,0.635,0,CA,0,US/Pacific,72.0,34.0,10.0,3,1
4064,3,0.244,0,CA,0,US/Pacific,66.0,30.0,10.0,4,1
4065,3,0.477,0,CA,0,US/Pacific,77.0,30.0,10.0,4,1
4066,2,0.365,0,CA,0,US/Pacific,69.0,26.0,10.0,4,1
4067,2,0.032,0,CA,0,US/Pacific,78.0,19.0,10.0,3,1
4068,3,0.09,1,CA,0,US/Pacific,75.0,43.0,10.0,4,1
4069,2,0.47,0,CA,0,US/Pacific,78.0,25.0,10.0,4,1
4070,3,0.0,0,CA,0,US/Pacific,69.0,49.0,10.0,4,1
4071,2,0.7859999999999999,0,CA,0,US/Pacific,78.0,19.0,10.0,3,1
4072,2,0.138,0,CA,0,US/Pacific,70.0,53.0,10.0,4,1
4073,2,0.353,0,CA,0,US/Pacific,77.0,24.0,10.0,4,1
4074,2,0.0279999999999999,0,CA,0,US/Pacific,75.0,27.0,10.0,4,1
4075,2,0.129,0,CA,0,US/Pacific,81.0,23.0,10.0,4,1
4076,2,0.377,0,CA,0,US/Pacific,76.0,20.0,10.0,4,1
4077,2,0.013,1,CA,0,US/Pacific,68.0,56.0,10.0,4,1
4078,2,0.373,0,CA,0,US/Pacific,77.0,24.0,10.0,4,1
4079,2,0.193,0,CA,0,US/Pacific,71.0,45.0,10.0,3,1
4080,3,1.041,0,CA,0,US/Pacific,68.0,56.0,10.0,4,1
4081,2,1.062,0,CA,0,US/Pacific,74.0,35.0,10.0,3,1
4082,2,0.411,0,CA,0,US/Pacific,74.0,35.0,10.0,3,1
4083,2,0.4320000000000001,0,CA,0,US/Pacific,76.0,19.0,10.0,4,1
4084,2,0.001,0,CA,0,US/Pacific,80.0,17.0,10.0,3,1
4085,2,0.337,0,CA,0,US/Pacific,72.0,43.0,10.0,3,1
4086,2,0.226,0,CA,0,US/Pacific,81.0,23.0,10.0,4,1
4087,2,0.39,0,CA,0,US/Pacific,70.0,51.0,10.0,4,1
4088,2,0.826,0,CA,0,US/Pacific,80.0,25.0,10.0,4,1
4089,2,0.212,0,CA,0,US/Pacific,73.0,34.0,10.0,4,1
4090,2,0.0,1,CA,0,US/Pacific,73.0,34.0,10.0,4,1
4091,2,0.436,0,CA,0,US/Pacific,79.0,20.0,10.0,4,1
4092,2,0.529,0,CA,0,US/Pacific,70.0,49.0,10.0,3,1
4093,2,0.231,0,CA,0,US/Pacific,78.0,27.0,10.0,4,1
4094,2,0.416,0,CA,0,US/Pacific,79.0,20.0,10.0,4,1
4095,2,0.331,0,CA,0,US/Pacific,66.0,73.0,8.0,3,1
4096,2,0.4270000000000001,0,CA,0,US/Pacific,74.0,37.0,10.0,4,1
4097,2,0.4629999999999999,0,CA,0,US/Pacific,76.0,27.0,10.0,3,1
4098,2,0.031,0,CA,0,US/Pacific,76.0,45.0,10.0,4,1
4099,2,0.612,0,CA,0,US/Pacific,79.0,20.0,10.0,4,1
4100,2,0.303,0,CA,0,US/Pacific,72.0,33.0,10.0,4,1
4101,2,0.018,1,CA,0,US/Pacific,88.0,11.0,10.0,4,1
4102,2,0.391,0,CA,0,US/Pacific,71.0,51.0,10.0,4,1
4103,2,0.345,0,CA,0,US/Pacific,77.0,26.0,10.0,4,1
4104,2,0.215,0,CA,0,US/Pacific,70.0,47.0,10.0,4,1
4105,2,0.447,0,CA,0,US/Pacific,77.0,26.0,10.0,4,1
4106,2,1.0,0,CA,0,US/Pacific,79.0,24.0,10.0,4,1
4107,2,0.3879999999999999,0,CA,0,US/Pacific,79.0,24.0,10.0,4,1
4108,2,0.261,0,CA,0,US/Pacific,71.0,38.0,10.0,4,1
4109,2,0.809,0,CA,0,US/Pacific,65.0,70.0,8.0,4,1
4110,2,0.362,0,CA,0,US/Pacific,74.0,28.0,10.0,4,1
4111,3,0.67,0,CA,0,US/Pacific,70.0,47.0,10.0,4,1
4112,2,0.079,0,CA,0,US/Pacific,67.0,51.0,10.0,4,1
4113,2,0.336,0,CA,0,US/Pacific,65.0,72.0,10.0,4,1
4114,2,0.249,0,CA,0,US/Pacific,71.0,34.0,10.0,4,1
4115,2,0.737,0,CA,0,US/Pacific,75.0,18.0,10.0,4,1
4116,2,0.52,0,CA,0,US/Pacific,65.0,63.0,10.0,4,1
4117,2,0.889,0,CA,0,US/Pacific,70.0,42.0,10.0,4,1
4118,2,0.349,0,CA,0,US/Pacific,73.0,29.0,10.0,4,1
4119,2,0.0289999999999999,0,CA,0,US/Pacific,62.0,84.0,9.0,4,1
4120,2,0.215,0,CA,0,US/Pacific,64.0,63.0,10.0,4,0
4121,2,0.8270000000000001,0,CA,0,US/Pacific,61.0,78.0,10.0,4,0
4122,2,0.7959999999999999,1,CA,0,US/Pacific,72.0,18.0,10.0,4,0
4123,3,0.3879999999999999,0,CA,0,US/Pacific,60.0,83.0,9.0,3,0
4124,4,0.286,0,CA,0,US/Pacific,63.0,33.0,10.0,4,0
4125,2,0.233,0,CA,0,US/Pacific,57.0,81.0,10.0,4,0
4126,4,0.286,1,CA,0,US/Pacific,63.0,33.0,10.0,4,0
4127,3,0.259,0,CA,0,US/Pacific,53.0,86.0,9.0,4,1
4128,3,0.429,0,CA,0,US/Pacific,72.0,51.0,10.0,4,1
4129,3,0.33,0,CA,0,US/Pacific,66.0,70.0,6.0,2,1
4130,2,0.1969999999999999,0,CA,0,US/Pacific,70.0,51.0,10.0,4,1
4131,3,0.4270000000000001,0,CA,0,US/Pacific,72.0,46.0,10.0,4,0
4132,3,0.193,0,CA,0,US/Pacific,59.0,87.0,8.0,3,0
4133,3,0.424,0,CA,0,US/Pacific,74.0,45.0,10.0,3,1
4134,4,0.42,1,CA,0,US/Pacific,73.0,50.0,10.0,4,1
4135,4,0.484,0,CA,0,US/Pacific,73.0,50.0,10.0,4,1
4136,4,0.479,0,CA,0,US/Pacific,73.0,47.0,7.0,4,1
4137,3,0.27,1,CA,0,US/Pacific,65.0,68.0,10.0,4,1
4138,3,0.222,1,CA,0,US/Pacific,65.0,68.0,10.0,4,1
4139,2,0.0,0,CA,0,US/Pacific,64.0,70.0,10.0,3,1
4140,2,0.326,0,CA,0,US/Pacific,64.0,70.0,10.0,3,1
4141,2,0.928,0,CA,0,US/Pacific,66.0,68.0,10.0,4,1
4142,2,0.504,0,CA,0,US/Pacific,59.0,87.0,9.0,3,1
4143,2,0.201,0,CA,0,US/Pacific,59.0,83.0,8.0,3,1
4144,2,0.359,0,CA,0,US/Pacific,59.0,78.0,9.0,3,1
4145,2,0.121,1,CA,0,US/Pacific,58.0,90.0,6.0,3,1
4146,3,0.0,1,CA,0,US/Pacific,58.0,93.0,7.0,3,1
4147,3,0.233,0,CA,0,US/Pacific,60.0,83.0,9.0,3,1
4148,2,0.128,0,CA,0,US/Pacific,60.0,83.0,9.0,3,1
4149,2,0.44,0,CA,0,US/Pacific,55.0,94.0,9.0,4,1
4150,3,0.2019999999999999,0,CA,0,US/Pacific,57.0,83.0,7.0,3,1
4151,3,0.337,0,CA,0,US/Pacific,62.0,78.0,10.0,3,1
4152,2,0.153,0,CA,0,US/Pacific,63.0,70.0,10.0,3,1
4153,2,0.236,0,CA,0,US/Pacific,60.0,75.0,10.0,3,1
4154,3,0.057,0,CA,0,US/Pacific,62.0,65.0,10.0,3,1
4155,3,0.204,0,CA,0,US/Pacific,62.0,60.0,10.0,3,1
4156,2,0.349,0,CA,0,US/Pacific,64.0,59.0,10.0,3,1
4157,2,0.09,0,CA,0,US/Pacific,62.0,60.0,10.0,4,1
4158,2,0.635,0,CA,0,US/Pacific,61.0,62.0,10.0,3,1
4159,2,0.0,1,CA,0,US/Pacific,64.0,56.0,10.0,3,1
4160,2,0.515,0,CA,0,US/Pacific,62.0,58.0,10.0,4,1
4161,2,0.0,0,CA,0,US/Pacific,68.0,39.0,10.0,3,1
4162,2,0.909,0,CA,0,US/Pacific,65.0,54.0,10.0,3,1
